participant,group,mintsp,language,do,animacy,gram,item,response,education,spday,roday,residence
01b,b,62,sp,DP,An,g,spDPAn1g,5,4,70,20,9
01b,b,62,sp,DP,An,g,spDPAn2g,2,4,70,20,9
01b,b,62,sp,DP,An,u,spDPAn3u,2,4,70,20,9
01b,b,62,sp,DP,An,u,spDPAn4u,5,4,70,20,9
01b,b,62,sp,DP,An,u,spDPAn5u,2,4,70,20,9
01b,b,62,sp,DP,Inan,g,spDPInan1g,4,4,70,20,9
01b,b,62,sp,DP,Inan,g,spDPInan2g,5,4,70,20,9
01b,b,62,sp,DP,Inan,u,spDPInan3u,3,4,70,20,9
01b,b,62,sp,DP,Inan,u,spDPInan4u,2,4,70,20,9
01b,b,62,sp,DP,Inan,u,spDPInan5u,2,4,70,20,9
01b,b,62,sp,Pron,An,g,spPronAn1g,5,4,70,20,9
01b,b,62,sp,Pron,An,g,spPronAn2g,5,4,70,20,9
01b,b,62,sp,Pron,An,g,spPronAn3g,4,4,70,20,9
01b,b,62,sp,Pron,An,u,spPronAn4u,2,4,70,20,9
01b,b,62,sp,Pron,An,u,spPronAn5u,2,4,70,20,9
01b,b,62,sp,Pron,Inan,g,spPronInan1g,5,4,70,20,9
01b,b,62,sp,Pron,Inan,g,spPronInan2g,5,4,70,20,9
01b,b,62,sp,Pron,Inan,g,spPronInan3g,5,4,70,20,9
01b,b,62,sp,Pron,Inan,u,spPronInan4u,5,4,70,20,9
01b,b,62,sp,Pron,Inan,u,spPronInan5u,2,4,70,20,9
01b,b,62,sp,AGC,Inan,g,spAGCInan1g,4,4,70,20,9
01b,b,62,sp,AGC,Inan,g,spAGCInan2g,5,4,70,20,9
01b,b,62,sp,AGC,Inan,u,spAGCInan3u,5,4,70,20,9
01b,b,62,sp,AGC,Inan,u,spAGCInan4u,5,4,70,20,9
01b,b,62,sp,AGC,Inan,u,spAGCInan5u,5,4,70,20,9
02b,b,53,sp,DP,An,g,spDPAn1g,5,4,60,30,7
02b,b,53,sp,DP,An,g,spDPAn2g,5,4,60,30,7
02b,b,53,sp,DP,An,g,spDPAn3g,5,4,60,30,7
02b,b,53,sp,DP,An,u,spDPAn4u,5,4,60,30,7
02b,b,53,sp,DP,An,u,spDPAn5u,2,4,60,30,7
02b,b,53,sp,DP,Inan,g,spDPInan1g,5,4,60,30,7
02b,b,53,sp,DP,Inan,g,spDPInan2g,5,4,60,30,7
02b,b,53,sp,DP,Inan,g,spDPInan3g,5,4,60,30,7
02b,b,53,sp,DP,Inan,u,spDPInan4u,5,4,60,30,7
02b,b,53,sp,DP,Inan,u,spDPInan5u,5,4,60,30,7
02b,b,53,sp,Pron,An,g,spPronAn1g,5,4,60,30,7
02b,b,53,sp,Pron,An,g,spPronAn2g,5,4,60,30,7
02b,b,53,sp,Pron,An,u,spPronAn3u,1,4,60,30,7
02b,b,53,sp,Pron,An,u,spPronAn4u,1,4,60,30,7
02b,b,53,sp,Pron,An,u,spPronAn5u,1,4,60,30,7
02b,b,53,sp,Pron,Inan,g,spPronInan1g,5,4,60,30,7
02b,b,53,sp,Pron,Inan,g,spPronInan2g,5,4,60,30,7
02b,b,53,sp,Pron,Inan,u,spPronInan3u,1,4,60,30,7
02b,b,53,sp,Pron,Inan,u,spPronInan4u,1,4,60,30,7
02b,b,53,sp,Pron,Inan,u,spPronInan5u,1,4,60,30,7
02b,b,53,sp,AGC,Inan,g,spAGCInan1g,1,4,60,30,7
02b,b,53,sp,AGC,Inan,g,spAGCInan2g,4,4,60,30,7
02b,b,53,sp,AGC,Inan,g,spAGCInan3g,1,4,60,30,7
02b,b,53,sp,AGC,Inan,u,spAGCInan4u,5,4,60,30,7
02b,b,53,sp,AGC,Inan,u,spAGCInan5u,5,4,60,30,7
03b,b,58,sp,DP,An,g,spDPAn1g,5,2,80,20,14
03b,b,58,sp,DP,An,g,spDPAn2g,5,2,80,20,14
03b,b,58,sp,DP,An,u,spDPAn3u,5,2,80,20,14
03b,b,58,sp,DP,An,u,spDPAn4u,5,2,80,20,14
03b,b,58,sp,DP,An,u,spDPAn5u,2,2,80,20,14
03b,b,58,sp,DP,Inan,g,spDPInan1g,5,2,80,20,14
03b,b,58,sp,DP,Inan,g,spDPInan2g,5,2,80,20,14
03b,b,58,sp,DP,Inan,u,spDPInan3u,2,2,80,20,14
03b,b,58,sp,DP,Inan,u,spDPInan4u,2,2,80,20,14
03b,b,58,sp,DP,Inan,u,spDPInan5u,2,2,80,20,14
03b,b,58,sp,Pron,An,g,spPronAn1g,5,2,80,20,14
03b,b,58,sp,Pron,An,g,spPronAn2g,3,2,80,20,14
03b,b,58,sp,Pron,An,g,spPronAn3g,5,2,80,20,14
03b,b,58,sp,Pron,An,u,spPronAn4u,2,2,80,20,14
03b,b,58,sp,Pron,An,u,spPronAn5u,2,2,80,20,14
03b,b,58,sp,Pron,Inan,g,spPronInan1g,5,2,80,20,14
03b,b,58,sp,Pron,Inan,g,spPronInan2g,5,2,80,20,14
03b,b,58,sp,Pron,Inan,g,spPronInan3g,5,2,80,20,14
03b,b,58,sp,Pron,Inan,u,spPronInan4u,2,2,80,20,14
03b,b,58,sp,Pron,Inan,u,spPronInan5u,5,2,80,20,14
03b,b,58,sp,AGC,Inan,g,spAGCInan1g,5,2,80,20,14
03b,b,58,sp,AGC,Inan,g,spAGCInan2g,5,2,80,20,14
03b,b,58,sp,AGC,Inan,u,spAGCInan3u,5,2,80,20,14
03b,b,58,sp,AGC,Inan,u,spAGCInan4u,5,2,80,20,14
03b,b,58,sp,AGC,Inan,u,spAGCInan5u,5,2,80,20,14
04b,b,59,sp,DP,An,g,spDPAn1g,4,5,50,50,7
04b,b,59,sp,DP,An,g,spDPAn2g,4,5,50,50,7
04b,b,59,sp,DP,An,g,spDPAn3g,4,5,50,50,7
04b,b,59,sp,DP,An,u,spDPAn4u,3,5,50,50,7
04b,b,59,sp,DP,An,u,spDPAn5u,2,5,50,50,7
04b,b,59,sp,DP,Inan,g,spDPInan1g,4,5,50,50,7
04b,b,59,sp,DP,Inan,g,spDPInan2g,4,5,50,50,7
04b,b,59,sp,DP,Inan,g,spDPInan3g,3,5,50,50,7
04b,b,59,sp,DP,Inan,u,spDPInan4u,2,5,50,50,7
04b,b,59,sp,DP,Inan,u,spDPInan5u,2,5,50,50,7
04b,b,59,sp,Pron,An,g,spPronAn1g,4,5,50,50,7
04b,b,59,sp,Pron,An,g,spPronAn2g,4,5,50,50,7
04b,b,59,sp,Pron,An,u,spPronAn3u,2,5,50,50,7
04b,b,59,sp,Pron,An,u,spPronAn4u,3,5,50,50,7
04b,b,59,sp,Pron,An,u,spPronAn5u,3,5,50,50,7
04b,b,59,sp,Pron,Inan,g,spPronInan1g,4,5,50,50,7
04b,b,59,sp,Pron,Inan,g,spPronInan2g,4,5,50,50,7
04b,b,59,sp,Pron,Inan,u,spPronInan3u,2,5,50,50,7
04b,b,59,sp,Pron,Inan,u,spPronInan4u,3,5,50,50,7
04b,b,59,sp,Pron,Inan,u,spPronInan5u,2,5,50,50,7
04b,b,59,sp,AGC,Inan,g,spAGCInan1g,4,5,50,50,7
04b,b,59,sp,AGC,Inan,g,spAGCInan2g,4,5,50,50,7
04b,b,59,sp,AGC,Inan,g,spAGCInan3g,4,5,50,50,7
04b,b,59,sp,AGC,Inan,u,spAGCInan4u,4,5,50,50,7
04b,b,59,sp,AGC,Inan,u,spAGCInan5u,4,5,50,50,7
05b,b,57,sp,DP,An,g,spDPAn1g,5,5,60,30,11
05b,b,57,sp,DP,An,g,spDPAn2g,4,5,60,30,11
05b,b,57,sp,DP,An,u,spDPAn3u,3,5,60,30,11
05b,b,57,sp,DP,An,u,spDPAn4u,3,5,60,30,11
05b,b,57,sp,DP,An,u,spDPAn5u,3,5,60,30,11
05b,b,57,sp,DP,Inan,g,spDPInan1g,5,5,60,30,11
05b,b,57,sp,DP,Inan,g,spDPInan2g,5,5,60,30,11
05b,b,57,sp,DP,Inan,u,spDPInan3u,3,5,60,30,11
05b,b,57,sp,DP,Inan,u,spDPInan4u,2,5,60,30,11
05b,b,57,sp,DP,Inan,u,spDPInan5u,3,5,60,30,11
05b,b,57,sp,Pron,An,g,spPronAn1g,5,5,60,30,11
05b,b,57,sp,Pron,An,g,spPronAn2g,5,5,60,30,11
05b,b,57,sp,Pron,An,g,spPronAn3g,5,5,60,30,11
05b,b,57,sp,Pron,An,u,spPronAn4u,2,5,60,30,11
05b,b,57,sp,Pron,An,u,spPronAn5u,3,5,60,30,11
05b,b,57,sp,Pron,Inan,g,spPronInan1g,4,5,60,30,11
05b,b,57,sp,Pron,Inan,g,spPronInan2g,5,5,60,30,11
05b,b,57,sp,Pron,Inan,g,spPronInan3g,4,5,60,30,11
05b,b,57,sp,Pron,Inan,u,spPronInan4u,5,5,60,30,11
05b,b,57,sp,Pron,Inan,u,spPronInan5u,5,5,60,30,11
05b,b,57,sp,AGC,Inan,g,spAGCInan1g,5,5,60,30,11
05b,b,57,sp,AGC,Inan,g,spAGCInan2g,5,5,60,30,11
05b,b,57,sp,AGC,Inan,u,spAGCInan3u,5,5,60,30,11
05b,b,57,sp,AGC,Inan,u,spAGCInan4u,5,5,60,30,11
05b,b,57,sp,AGC,Inan,u,spAGCInan5u,5,5,60,30,11
06b,b,58,sp,DP,An,g,spDPAn1g,2,4,40,60,11
06b,b,58,sp,DP,An,g,spDPAn2g,4,4,40,60,11
06b,b,58,sp,DP,An,g,spDPAn3g,3,4,40,60,11
06b,b,58,sp,DP,An,u,spDPAn4u,3,4,40,60,11
06b,b,58,sp,DP,An,u,spDPAn5u,4,4,40,60,11
06b,b,58,sp,DP,Inan,g,spDPInan1g,3,4,40,60,11
06b,b,58,sp,DP,Inan,g,spDPInan2g,3,4,40,60,11
06b,b,58,sp,DP,Inan,g,spDPInan3g,4,4,40,60,11
06b,b,58,sp,DP,Inan,u,spDPInan4u,4,4,40,60,11
06b,b,58,sp,DP,Inan,u,spDPInan5u,2,4,40,60,11
06b,b,58,sp,Pron,An,g,spPronAn1g,4,4,40,60,11
06b,b,58,sp,Pron,An,g,spPronAn2g,4,4,40,60,11
06b,b,58,sp,Pron,An,u,spPronAn3u,3,4,40,60,11
06b,b,58,sp,Pron,An,u,spPronAn4u,2,4,40,60,11
06b,b,58,sp,Pron,An,u,spPronAn5u,2,4,40,60,11
06b,b,58,sp,Pron,Inan,g,spPronInan1g,4,4,40,60,11
06b,b,58,sp,Pron,Inan,g,spPronInan2g,3,4,40,60,11
06b,b,58,sp,Pron,Inan,u,spPronInan3u,4,4,40,60,11
06b,b,58,sp,Pron,Inan,u,spPronInan4u,4,4,40,60,11
06b,b,58,sp,Pron,Inan,u,spPronInan5u,4,4,40,60,11
06b,b,58,sp,AGC,Inan,g,spAGCInan1g,4,4,40,60,11
06b,b,58,sp,AGC,Inan,g,spAGCInan2g,4,4,40,60,11
06b,b,58,sp,AGC,Inan,g,spAGCInan3g,4,4,40,60,11
06b,b,58,sp,AGC,Inan,u,spAGCInan4u,2,4,40,60,11
06b,b,58,sp,AGC,Inan,u,spAGCInan5u,2,4,40,60,11
07b,b,56,sp,DP,An,g,spDPAn1g,4,2,60,40,10
07b,b,56,sp,DP,An,g,spDPAn2g,5,2,60,40,10
07b,b,56,sp,DP,An,u,spDPAn3u,5,2,60,40,10
07b,b,56,sp,DP,An,u,spDPAn4u,4,2,60,40,10
07b,b,56,sp,DP,An,u,spDPAn5u,5,2,60,40,10
07b,b,56,sp,DP,Inan,g,spDPInan1g,5,2,60,40,10
07b,b,56,sp,DP,Inan,g,spDPInan2g,5,2,60,40,10
07b,b,56,sp,DP,Inan,u,spDPInan3u,1,2,60,40,10
07b,b,56,sp,DP,Inan,u,spDPInan4u,5,2,60,40,10
07b,b,56,sp,DP,Inan,u,spDPInan5u,5,2,60,40,10
07b,b,56,sp,Pron,An,g,spPronAn1g,5,2,60,40,10
07b,b,56,sp,Pron,An,g,spPronAn2g,4,2,60,40,10
07b,b,56,sp,Pron,An,g,spPronAn3g,5,2,60,40,10
07b,b,56,sp,Pron,An,u,spPronAn4u,5,2,60,40,10
07b,b,56,sp,Pron,An,u,spPronAn5u,5,2,60,40,10
07b,b,56,sp,Pron,Inan,g,spPronInan1g,5,2,60,40,10
07b,b,56,sp,Pron,Inan,g,spPronInan2g,5,2,60,40,10
07b,b,56,sp,Pron,Inan,g,spPronInan3g,4,2,60,40,10
07b,b,56,sp,Pron,Inan,u,spPronInan4u,3,2,60,40,10
07b,b,56,sp,Pron,Inan,u,spPronInan5u,5,2,60,40,10
07b,b,56,sp,AGC,Inan,g,spAGCInan1g,5,2,60,40,10
07b,b,56,sp,AGC,Inan,g,spAGCInan2g,5,2,60,40,10
07b,b,56,sp,AGC,Inan,u,spAGCInan3u,5,2,60,40,10
07b,b,56,sp,AGC,Inan,u,spAGCInan4u,5,2,60,40,10
07b,b,56,sp,AGC,Inan,u,spAGCInan5u,5,2,60,40,10
08b,b,57,sp,DP,An,g,spDPAn1g,5,3,60,40,6
08b,b,57,sp,DP,An,g,spDPAn2g,5,3,60,40,6
08b,b,57,sp,DP,An,g,spDPAn3g,4,3,60,40,6
08b,b,57,sp,DP,An,u,spDPAn4u,2,3,60,40,6
08b,b,57,sp,DP,An,u,spDPAn5u,1,3,60,40,6
08b,b,57,sp,DP,Inan,g,spDPInan1g,5,3,60,40,6
08b,b,57,sp,DP,Inan,g,spDPInan2g,4,3,60,40,6
08b,b,57,sp,DP,Inan,g,spDPInan3g,5,3,60,40,6
08b,b,57,sp,DP,Inan,u,spDPInan4u,1,3,60,40,6
08b,b,57,sp,DP,Inan,u,spDPInan5u,1,3,60,40,6
08b,b,57,sp,Pron,An,g,spPronAn1g,5,3,60,40,6
08b,b,57,sp,Pron,An,g,spPronAn2g,5,3,60,40,6
08b,b,57,sp,Pron,An,u,spPronAn3u,1,3,60,40,6
08b,b,57,sp,Pron,An,u,spPronAn4u,4,3,60,40,6
08b,b,57,sp,Pron,An,u,spPronAn5u,2,3,60,40,6
08b,b,57,sp,Pron,Inan,g,spPronInan1g,5,3,60,40,6
08b,b,57,sp,Pron,Inan,g,spPronInan2g,5,3,60,40,6
08b,b,57,sp,Pron,Inan,u,spPronInan3u,5,3,60,40,6
08b,b,57,sp,Pron,Inan,u,spPronInan4u,2,3,60,40,6
08b,b,57,sp,Pron,Inan,u,spPronInan5u,4,3,60,40,6
08b,b,57,sp,AGC,Inan,g,spAGCInan1g,5,3,60,40,6
08b,b,57,sp,AGC,Inan,g,spAGCInan2g,4,3,60,40,6
08b,b,57,sp,AGC,Inan,g,spAGCInan3g,2,3,60,40,6
08b,b,57,sp,AGC,Inan,u,spAGCInan4u,5,3,60,40,6
08b,b,57,sp,AGC,Inan,u,spAGCInan5u,5,3,60,40,6
09b,b,59,sp,DP,An,g,spDPAn1g,3,4,75,25,6
09b,b,59,sp,DP,An,g,spDPAn2g,3,4,75,25,6
09b,b,59,sp,DP,An,u,spDPAn3u,3,4,75,25,6
09b,b,59,sp,DP,An,u,spDPAn4u,3,4,75,25,6
09b,b,59,sp,DP,An,u,spDPAn5u,4,4,75,25,6
09b,b,59,sp,DP,Inan,g,spDPInan1g,4,4,75,25,6
09b,b,59,sp,DP,Inan,g,spDPInan2g,4,4,75,25,6
09b,b,59,sp,DP,Inan,u,spDPInan3u,3,4,75,25,6
09b,b,59,sp,DP,Inan,u,spDPInan4u,2,4,75,25,6
09b,b,59,sp,DP,Inan,u,spDPInan5u,4,4,75,25,6
09b,b,59,sp,Pron,An,g,spPronAn1g,4,4,75,25,6
09b,b,59,sp,Pron,An,g,spPronAn2g,4,4,75,25,6
09b,b,59,sp,Pron,An,g,spPronAn3g,3,4,75,25,6
09b,b,59,sp,Pron,An,u,spPronAn4u,2,4,75,25,6
09b,b,59,sp,Pron,An,u,spPronAn5u,3,4,75,25,6
09b,b,59,sp,Pron,Inan,g,spPronInan1g,4,4,75,25,6
09b,b,59,sp,Pron,Inan,g,spPronInan2g,4,4,75,25,6
09b,b,59,sp,Pron,Inan,g,spPronInan3g,3,4,75,25,6
09b,b,59,sp,Pron,Inan,u,spPronInan4u,3,4,75,25,6
09b,b,59,sp,Pron,Inan,u,spPronInan5u,3,4,75,25,6
09b,b,59,sp,AGC,Inan,g,spAGCInan1g,4,4,75,25,6
09b,b,59,sp,AGC,Inan,g,spAGCInan2g,2,4,75,25,6
09b,b,59,sp,AGC,Inan,u,spAGCInan3u,5,4,75,25,6
09b,b,59,sp,AGC,Inan,u,spAGCInan4u,3,4,75,25,6
09b,b,59,sp,AGC,Inan,u,spAGCInan5u,5,4,75,25,6
10b,b,46,sp,DP,An,g,spDPAn1g,4,2,50,50,8
10b,b,46,sp,DP,An,g,spDPAn2g,5,2,50,50,8
10b,b,46,sp,DP,An,u,spDPAn3u,3,2,50,50,8
10b,b,46,sp,DP,An,u,spDPAn4u,3,2,50,50,8
10b,b,46,sp,DP,An,u,spDPAn5u,4,2,50,50,8
10b,b,46,sp,DP,Inan,g,spDPInan1g,4,2,50,50,8
10b,b,46,sp,DP,Inan,g,spDPInan2g,5,2,50,50,8
10b,b,46,sp,DP,Inan,u,spDPInan3u,2,2,50,50,8
10b,b,46,sp,DP,Inan,u,spDPInan4u,1,2,50,50,8
10b,b,46,sp,DP,Inan,u,spDPInan5u,2,2,50,50,8
10b,b,46,sp,Pron,An,g,spPronAn1g,2,2,50,50,8
10b,b,46,sp,Pron,An,g,spPronAn2g,5,2,50,50,8
10b,b,46,sp,Pron,An,g,spPronAn3g,2,2,50,50,8
10b,b,46,sp,Pron,An,u,spPronAn4u,4,2,50,50,8
10b,b,46,sp,Pron,An,u,spPronAn5u,4,2,50,50,8
10b,b,46,sp,Pron,Inan,g,spPronInan1g,4,2,50,50,8
10b,b,46,sp,Pron,Inan,g,spPronInan2g,4,2,50,50,8
10b,b,46,sp,Pron,Inan,g,spPronInan3g,4,2,50,50,8
10b,b,46,sp,Pron,Inan,u,spPronInan4u,2,2,50,50,8
10b,b,46,sp,Pron,Inan,u,spPronInan5u,2,2,50,50,8
10b,b,46,sp,AGC,Inan,g,spAGCInan1g,3,2,50,50,8
10b,b,46,sp,AGC,Inan,g,spAGCInan2g,2,2,50,50,8
10b,b,46,sp,AGC,Inan,u,spAGCInan3u,4,2,50,50,8
10b,b,46,sp,AGC,Inan,u,spAGCInan4u,2,2,50,50,8
10b,b,46,sp,AGC,Inan,u,spAGCInan5u,4,2,50,50,8
11b,b,53,sp,DP,An,g,spDPAn1g,5,4,50,25,13
11b,b,53,sp,DP,An,g,spDPAn2g,5,4,50,25,13
11b,b,53,sp,DP,An,g,spDPAn3g,5,4,50,25,13
11b,b,53,sp,DP,An,u,spDPAn4u,2,4,50,25,13
11b,b,53,sp,DP,An,u,spDPAn5u,2,4,50,25,13
11b,b,53,sp,DP,Inan,g,spDPInan1g,5,4,50,25,13
11b,b,53,sp,DP,Inan,g,spDPInan2g,5,4,50,25,13
11b,b,53,sp,DP,Inan,g,spDPInan3g,5,4,50,25,13
11b,b,53,sp,DP,Inan,u,spDPInan4u,1,4,50,25,13
11b,b,53,sp,DP,Inan,u,spDPInan5u,2,4,50,25,13
11b,b,53,sp,Pron,An,g,spPronAn1g,5,4,50,25,13
11b,b,53,sp,Pron,An,g,spPronAn2g,4,4,50,25,13
11b,b,53,sp,Pron,An,u,spPronAn3u,4,4,50,25,13
11b,b,53,sp,Pron,An,u,spPronAn4u,5,4,50,25,13
11b,b,53,sp,Pron,An,u,spPronAn5u,5,4,50,25,13
11b,b,53,sp,Pron,Inan,g,spPronInan1g,5,4,50,25,13
11b,b,53,sp,Pron,Inan,g,spPronInan2g,5,4,50,25,13
11b,b,53,sp,Pron,Inan,u,spPronInan3u,2,4,50,25,13
11b,b,53,sp,Pron,Inan,u,spPronInan4u,2,4,50,25,13
11b,b,53,sp,Pron,Inan,u,spPronInan5u,2,4,50,25,13
11b,b,53,sp,AGC,Inan,g,spAGCInan1g,5,4,50,25,13
11b,b,53,sp,AGC,Inan,g,spAGCInan2g,4,4,50,25,13
11b,b,53,sp,AGC,Inan,g,spAGCInan3g,2,4,50,25,13
11b,b,53,sp,AGC,Inan,u,spAGCInan4u,2,4,50,25,13
11b,b,53,sp,AGC,Inan,u,spAGCInan5u,5,4,50,25,13
12b,b,62,sp,DP,An,g,spDPAn1g,5,4,50,50,9
12b,b,62,sp,DP,An,g,spDPAn2g,5,4,50,50,9
12b,b,62,sp,DP,An,u,spDPAn3u,4,4,50,50,9
12b,b,62,sp,DP,An,u,spDPAn4u,5,4,50,50,9
12b,b,62,sp,DP,An,u,spDPAn5u,5,4,50,50,9
12b,b,62,sp,DP,Inan,g,spDPInan1g,5,4,50,50,9
12b,b,62,sp,DP,Inan,g,spDPInan2g,5,4,50,50,9
12b,b,62,sp,DP,Inan,u,spDPInan3u,2,4,50,50,9
12b,b,62,sp,DP,Inan,u,spDPInan4u,2,4,50,50,9
12b,b,62,sp,DP,Inan,u,spDPInan5u,2,4,50,50,9
12b,b,62,sp,Pron,An,g,spPronAn1g,5,4,50,50,9
12b,b,62,sp,Pron,An,g,spPronAn2g,5,4,50,50,9
12b,b,62,sp,Pron,An,g,spPronAn3g,4,4,50,50,9
12b,b,62,sp,Pron,An,u,spPronAn4u,5,4,50,50,9
12b,b,62,sp,Pron,An,u,spPronAn5u,3,4,50,50,9
12b,b,62,sp,Pron,Inan,g,spPronInan1g,5,4,50,50,9
12b,b,62,sp,Pron,Inan,g,spPronInan2g,5,4,50,50,9
